Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,ML,Close,,,,,,
629,973,V,MIN,MPINEDA-R,2,1,0,0,1,0,2,2,2,10,-165,-144,,,,,,
629,974,H,CWS,INOVA-R,1,0,0,0,0,0,1,0,1,3,144,134,,,,,,
629,975,V,SEA,YKIKUCHI-L,0,2,1,0,1,0,1,0,0,5,230,260,,,,,,
629,976,H,HOU,JVERLANDER-R,0,5,0,0,0,0,0,0,0,6,-280,-300,,,,,,
629,977,V,OAK,BANDERSON-L,0,0,0,0,3,0,1,0,0,4,125,130,,,,,,
629,978,H,LAA,TSKAGGS-L,0,0,0,0,0,0,0,0,0,0,-145,-140,,,,,,
629,979,V,WAS,AVOTH-R,0,0,0,3,0,0,2,0,0,5,-200,-200,,,,,,
629,980,H,DET,GSOTO-L,0,0,0,1,2,0,3,1,x,7,170,180,,,,,,
630,901,V,PHI,JARRIETA-R,1,0,1,1,0,7,0,2,1,13,-130,-137,,,,,,
630,902,H,MIA,TRICHARDS-R,0,0,1,0,0,3,2,0,0,6,110,127,,,,,,
630,903,V,CUB,JLESTER-L,0,0,0,0,0,0,3,0,3,6,-119,-113,,,,,,
630,904,H,CIN,ADESCLAFANI-R,3,0,0,0,0,1,0,4,x,8,-101,103,,,,,,
630,905,V,PIT,SBRAULT-L,1,0,0,0,0,0,0,0,0,1,135,148,,,,,,
630,906,H,MIL,ZDAVIES-R,0,0,0,1,0,0,0,1,x,2,-155,-158,,,,,,
630,907,V,LAD,KMAEDA-R,0,0,1,0,2,6,0,1,0,10,-190,-155,,,,,,
630,908,H,COL,CGONZALEZ-R,0,0,0,0,4,0,0,0,1,5,163,145,,,,,,
630,909,V,ARI,RRAY-L,0,0,0,0,1,0,0,3,0,4,-101,-113,,,,,,
630,910,H,SFO,MBUMGARNER-L,0,2,2,0,0,0,6,0,x,10,-119,103,,,,,,
630,911,V,STL,MMIKOLAS-R,0,0,0,0,0,2,0,1,0,5,115,110,,,,,,
630,912,H,SDG,JLUCCHESI-L,2,0,0,0,1,0,0,0,0,3,-135,-120,,,,,,
630,913,V,ATL,MFRIED-L,1,0,1,0,0,1,2,0,0,5,115,-108,,,,,,
630,914,H,NYM,NSYNDERGAARD-R,1,0,2,0,0,0,0,5,x,8,-135,-102,,,,,,
630,915,V,NYY,STARPLEY-L,0,2,0,0,0,0,9,1,0,12,-115,-103,,,,,,
630,916,H,BOS,ERODRIGUEZ-L,4,0,0,0,0,0,0,4,0,8,-105,-107,,,,,,
630,917,V,CLE,SBIEBER-R,0,0,1,0,0,0,1,0,0,2,-235,-255,,,,,,
630,918,H,BAL,GYNOA-R,0,0,0,0,0,0,0,0,0,0,195,225,,,,,,
630,919,V,KAN,BKELLER-R,0,1,5,0,1,0,0,0,0,7,-110,109,,,,,,
630,920,H,TOR,ASANCHEZ-R,0,5,0,0,1,0,0,0,0,6,-110,-119,,,,,,
630,921,V,TEX,JCHAVEZ-R,0,0,0,2,0,0,0,0,0,2,140,185,,,,,,
630,922,H,TAM,BSNELL-L,0,1,0,2,1,0,0,2,x,6,-160,-205,,,,,,
630,923,V,SEA,MGONZALES-L,1,0,0,0,0,0,0,0,0,1,226,250,,,,,,
630,924,H,HOU,GCOLE-R,2,0,1,0,0,0,0,3,x,6,-275,-290,,,,,,
630,925,V,MIN,LTHORPE-L,0,0,0,0,0,0,3,0,0,3,100,106,,,,,,
630,926,H,CWS,LGIOLITO-R,0,0,2,0,0,2,0,0,x,4,-120,-116,,,,,,
630,927,V,OAK,CBASSITT-R,0,1,0,1,3,0,0,7,0,12,110,128,,,,,,
630,928,H,LAA,AHEANEY-L,0,0,0,1,0,1,0,1,0,3,-130,-138,,,,,,
630,929,V,WAS,MSCHERZER-R,0,0,0,1,0,0,0,1,0,2,-330,-330,,,,,,
630,930,H,DET,JZIMMERMANN-R,0,0,0,0,0,0,1,0,0,1,267,285,,,,,,
701,951,V,CUB,AALZOLAY-R,0,1,0,3,0,1,0,0,0,5,-120,-125,,,,,,
701,952,H,PIT,TWILLIAMS-R,4,3,0,3,2,1,2,3,x,18,100,115,,,,,,
701,953,V,MIL,AHOUSER-R,0,0,0,0,1,0,5,0,2,8,-110,-109,,,,,,
701,954,H,CIN,TMAHLE-R,0,0,0,0,0,3,0,2,1,6,-110,-101,,,,,,
701,955,V,SFO,JSAMARDZIJA-R,0,0,0,2,4,1,2,4,0,13,148,155,,,,,,
701,956,H,SDG,LALLEN-L,0,0,0,0,0,1,1,0,0,2,-170,-165,,,,,,
701,957,V,KAN,GSPARKMAN-R,0,0,0,3,0,0,1,0,0,4,-101,134,,,,,,
701,958,H,TOR,CRICHARD-L,2,5,1,2,0,1,0,0,x,11,-119,-144,,,,,,
701,959,V,BAL,TESHELMAN-R,0,0,0,1,0,2,0,0,0,3,215,230,,,,,,
701,960,H,TAM,RSTANEK-R,2,0,0,0,0,3,1,0,x,6,-260,-260,,,,,,
702,901,V,CUB,KHENDRICKS-R,0,0,0,0,0,0,0,0,1,1,-119,-124,,,,,,
702,902,H,PIT,JMUSGROVE-R,1,0,1,3,0,0,0,0,x,5,-101,114,,,,,,
702,903,V,MIA,ZGALLEN-R,1,0,0,0,0,0,0,1,0,2,180,185,,,,,,
702,904,H,WAS,PCORBIN-L,2,0,0,0,0,0,0,0,1,3,-215,-205,,,,,,
702,905,V,MIL,CANDERSON-R,0,0,0,1,1,2,0,0,0,4,101,-105,,,,,,
702,906,H,CIN,TROARK-R,2,0,0,0,0,0,1,1,0,5,-121,-105,,,,,,
702,907,V,PHI,ANOLA-R,0,0,0,2,0,0,0,0,0,2,110,-105,,,,,,
702,908,H,ATL,DKEUCHEL-L,0,0,0,0,0,0,0,0,0,0,-130,-105,,,,,,
702,909,V,ARI,TCLARKE-R,1,2,0,0,1,0,0,0,0,4,184,205,,,,,,
702,910,H,LAD,RSTRIPLING-R,0,1,0,2,0,0,0,0,2,5,-220,-230,,,,,,
702,911,V,SFO,TBEEDE-R,1,1,0,1,4,0,0,3,0,10,151,140,,,,,,
702,912,H,SDG,MSTRAHM-L,0,1,0,0,0,0,0,2,1,4,-175,-150,,,,,,
702,913,V,BOS,DPRICE-L,4,1,2,0,0,0,1,2,0,10,-175,-158,,,,,,
702,914,H,TOR,TTHORNTON-R,0,1,0,0,0,1,1,0,3,6,151,148,,,,,,
702,915,V,BAL,AWOJCIECHOWSKI-R,0,0,1,0,0,0,0,0,2,3,237,260,,,,,,
702,916,H,TAM,CMORTON-R,1,0,1,0,0,2,2,0,x,6,-290,-300,,,,,,
702,917,V,LAA,JSUAREZ-L,1,0,0,0,2,4,0,2,0,9,-125,126,,,,,,
702,918,H,TEX,MMINOR-L,1,0,2,0,0,1,0,0,0,4,105,-136,,,,,,
702,921,V,CLE,TBAUER-R,0,1,5,0,1,0,0,1,1,9,-175,-184,,,,,,
702,922,H,KAN,JJUNIS-R,0,1,0,0,2,0,2,0,0,5,151,169,,,,,,
702,923,V,MIN,JODORIZZI-R,0,2,1,0,1,1,1,0,0,6,-125,-108,,,,,,
702,924,H,OAK,DMENGDEN-R,0,0,2,4,1,0,1,0,x,8,105,-102,,,,,,
702,925,V,NYY,JPAXTON-L,0,2,0,0,0,0,0,0,0,2,-160,-132,,,,,,
702,926,H,NYM,ZWHEELER-R,0,0,0,0,0,1,0,3,x,4,140,122,,,,,,
702,927,V,HOU,JURQUIDY-R,1,1,3,0,0,0,4,0,0,9,-110,118,,,,,,
702,928,H,COL,GMARQUEZ-R,1,1,0,0,5,1,0,0,0,8,-110,-128,,,,,,
702,929,V,STL,JFLAHERTY-R,1,0,0,0,0,1,2,0,0,4,-150,-148,,,,,,
702,930,H,SEA,MCARASITI-R,0,2,0,0,2,0,0,1,x,5,130,138,,,,,,
703,951,V,MIA,SALCANTARA-R,0,0,0,0,0,0,0,0,1,1,226,245,,,,,,
703,952,H,WAS,SSTRASBURG-R,0,0,0,0,0,2,0,1,x,3,-275,-280,,,,,,
703,953,V,CUB,YDARVISH-R,0,1,0,1,1,0,2,0,0,5,-120,-114,,,,,,
703,954,H,PIT,CARCHER-R,0,0,0,3,0,1,0,0,2,6,100,104,,,,,,
703,955,V,MIL,JCHACIN-R,0,0,0,0,0,0,0,0,0,0,105,136,,,,,,
703,956,H,CIN,SGRAY-R,0,1,0,0,0,0,1,1,x,3,-125,-146,,,,,,
703,957,V,PHI,NPIVETTA-R,0,0,0,0,0,2,0,0,0,2,115,128,,,,,,
703,958,H,ATL,BWILSON-R,0,0,0,3,0,6,0,0,x,9,-135,-138,,,,,,
703,959,V,SFO,SANDERSON-R,0,0,3,0,0,4,0,0,0,7,130,125,,,,,,
703,960,H,SDG,CQUANTRILL-R,0,2,1,1,0,0,0,1,0,5,-150,-135,,,,,,
703,961,V,ARI,MKELLY-R,0,0,0,2,0,0,1,0,1,4,218,205,,,,,,
703,962,H,LAD,WBUEHLER-R,0,3,0,0,0,0,0,0,1,5,-265,-230,,,,,,
703,963,V,BOS,CSALE-L,0,0,2,1,0,0,0,0,0,3,-265,-260,,,,,,
703,964,H,TOR,DPHELPS-R,0,0,1,2,0,2,0,1,x,6,218,230,,,,,,
703,965,V,BAL,JMEANS-L,0,0,0,3,0,0,0,0,6,9,-200,185,,,,,,
703,966,H,TAM,RSTANEK-R,0,0,1,1,0,1,0,0,3,6,170,-205,,,,,,
703,967,V,LAA,JBARRIA-R,0,0,4,0,0,2,0,0,0,6,-125,-108,,,,,,
703,968,H,TEX,AJURADO-R,0,0,1,0,1,0,0,0,0,2,105,-102,,,,,,
703,969,V,DET,TALEXANDER-L,0,0,2,0,2,0,1,0,0,6,140,116,,,,,,
703,970,H,CWS,RDETWILER-L,1,0,0,0,1,0,3,0,0,9,-160,-126,,,,,,
703,971,V,CLE,MCLEVINGER-R,0,0,1,1,0,0,0,2,0,4,-160,-148,,,,,,
703,972,H,KAN,DDUFFY-L,0,0,0,0,0,0,0,0,0,0,140,138,,,,,,
703,973,V,MIN,KGIBSON-R,0,0,0,0,0,1,1,1,0,4,-120,100,,,,,,
703,974,H,OAK,MFIERS-R,0,3,0,0,0,0,0,0,0,3,100,-110,,,,,,
703,975,V,NYY,DGERMAN-R,2,0,0,0,0,2,1,0,0,5,-140,-140,,,,,,
703,976,H,NYM,JVARGAS-L,1,0,0,0,0,0,0,0,0,1,120,130,,,,,,
703,977,V,HOU,WMILEY-L,1,1,2,0,0,0,0,0,0,4,-145,-131,,,,,,
703,978,H,COL,PLAMBERT-R,1,0,0,0,0,0,1,0,0,2,125,121,,,,,,
703,979,V,STL,AWAINWRIGHT-R,0,0,0,0,0,0,0,0,5,5,-135,-113,,,,,,
703,980,H,SEA,MLEAKE-R,0,0,0,0,1,1,0,0,0,2,115,103,,,,,,
703,981,V,DET,DNORRIS-L,2,0,0,0,1,0,0,0,2,5,130,145,,,,,,
703,982,H,CWS,DCEASE-R,1,1,0,2,0,2,1,0,x,7,-150,-155,,,,,,
704,901,V,MIA,EHERNANDEZ-R,1,1,0,0,0,0,0,0,0,2,180,170,,,,,,
704,902,H,WAS,ASANCHEZ-R,0,1,0,1,1,2,0,0,x,5,-215,-185,,,,,,
704,903,V,MIL,BWOODRUFF-R,0,0,0,0,0,0,0,0,0,0,-120,-111,,,,,,
704,904,H,CIN,LCASTILLO-R,1,0,0,0,0,0,0,0,x,1,100,101,,,,,,
704,905,V,CUB,JQUINTANA-L,1,1,2,0,5,2,0,0,0,11,-110,-117,,,,,,
704,906,H,PIT,JLYLES-R,0,2,1,0,0,0,0,0,0,3,-110,107,,,,,,
704,907,V,PHI,ZEFLIN-R,4,0,0,0,0,2,0,0,0,6,155,150,,,,,,
704,908,H,ATL,MSOROKA-R,2,2,3,2,0,0,0,3,x,12,-180,-160,,,,,,
704,909,V,SDG,DLAMET-R,0,0,0,0,0,0,0,1,0,1,192,200,,,,,,
704,910,H,LAD,HRYU-L,0,1,0,0,2,2,0,0,x,5,-230,-220,,,,,,
704,911,V,CLE,ZPLESAC-R,0,1,0,0,1,0,6,0,0,8,-145,-123,,,,,,
704,912,H,KAN,HBAILEY-R,0,0,3,0,0,0,0,0,1,4,125,113,,,,,,
704,913,V,DET,MBOYD-L,0,0,0,1,2,5,1,1,1,11,105,100,,,,,,
704,914,H,CWS,RLOPEZ-R,0,0,0,2,0,2,1,0,0,5,-125,-110,,,,,,
704,915,V,MIN,JBERRIOS-R,1,0,0,0,1,0,0,0,0,2,-150,-130,,,,,,
704,916,H,OAK,TANDERSON-R,0,0,0,1,2,0,0,4,x,7,130,120,,,,,,
704,917,V,NYY,JHAPP-L,0,0,2,0,0,0,1,0,0,8,-105,101,,,,,,
704,918,H,TAM,YCHIRINOS-R,1,0,0,0,0,0,0,0,2,4,-115,-111,,,,,,
704,919,V,BOS,HVELAZQUEZ-R,1,0,0,0,0,6,0,0,1,8,-125,-127,,,,,,
704,920,H,TOR,DLAW-R,2,1,0,3,0,0,0,1,0,7,105,117,,,,,,
704,921,V,LAA,GCANNING-R,1,0,1,0,0,0,0,0,1,3,125,106,,,,,,
704,922,H,TEX,LLYNN-R,0,1,2,3,0,0,3,0,x,9,-145,-116,,,,,,
704,923,V,STL,MWACHA-R,0,0,1,2,0,0,2,0,0,5,-119,-108,,,,,,
704,924,H,SEA,MCARASITI-R,1,0,2,1,0,0,0,0,0,4,-101,-102,,,,,,
705,951,V,MIL,ZDAVIES-R,0,0,0,1,0,0,1,4,0,7,-110,-112,,,,,,
705,952,H,PIT,SBRAULT-L,0,0,0,0,0,0,1,0,5,6,-110,102,,,,,,
705,953,V,PHI,VVELASQUEZ-R,1,0,0,0,0,0,1,0,5,7,170,168,,,,,,
705,954,H,NYM,JDEGROM-R,0,0,0,1,1,0,0,0,0,2,-200,-183,,,,,,
705,955,V,MIA,JYAMAMOTO-R,0,0,0,0,0,0,0,0,0,0,163,170,,,,,,
705,956,H,ATL,JTEHERAN-R,0,0,0,0,0,0,0,0,1,1,-190,-185,,,,,,
705,957,V,COL,ASENZATELA-R,0,0,0,0,0,0,0,0,0,0,163,154,,,,,,
705,958,H,ARI,ZGREINKE-R,0,0,0,2,6,0,0,0,x,8,-190,-164,,,,,,
705,959,V,SDG,ELAUER-L,0,0,2,0,0,0,0,1,0,3,170,179,,,,,,
705,960,H,LAD,CKERSHAW-L,0,0,1,0,0,1,0,0,0,2,-200,-198,,,,,,
705,961,V,STL,DHUDSON-R,3,0,0,1,2,0,2,0,1,9,-135,110,,,,,,
705,962,H,SFO,DPOMERANZ-L,2,0,1,0,0,0,0,0,1,4,115,-120,,,,,,
705,963,V,BAL,DBUNDY-R,0,2,0,0,0,0,0,0,2,4,105,120,,,,,,
705,964,H,TOR,ASANCHEZ-R,0,0,0,0,0,0,1,0,0,1,-125,-130,,,,,,
705,965,V,BOS,ERODRIGUEZ-L,1,0,2,0,0,3,0,3,0,9,-225,-230,,,,,,
705,966,H,DET,RCARPENTER-L,0,0,0,1,0,4,0,0,1,6,188,205,,,,,,
705,967,V,NYY,MTANAKA-R,1,0,0,0,2,0,0,1,0,8,-119,-106,,,,,,
705,968,H,TAM,BMCKAY-L,0,0,0,1,1,0,2,0,0,4,-101,-104,,,,,,
705,969,V,LAA,NRAMIREZ-R,0,0,3,0,0,1,0,1,0,5,170,205,,,,,,
705,970,H,HOU,JVERLANDER-R,0,1,0,1,0,0,0,2,0,4,-200,-230,,,,,,
705,971,V,TEX,ASAMPSON-R,0,0,0,0,0,0,5,1,0,6,163,161,,,,,,
705,972,H,MIN,MPEREZ-L,0,6,0,1,2,0,3,3,x,15,-190,-172,,,,,,
705,973,V,OAK,BANDERSON-L,0,0,1,0,0,0,2,0,2,5,-145,-145,,,,,,
705,974,H,SEA,YKIKUCHI-L,1,0,0,0,1,0,0,0,0,2,125,135,,,,,,
705,975,V,KAN,BKELLER-R,0,0,2,0,2,0,0,0,0,7,151,170,,,,,,
705,976,H,WAS,AVOTH-R,1,0,0,0,0,0,1,0,2,4,-175,-185,,,,,,
706,901,V,MIL,AHOUSER-R,1,0,1,0,0,0,0,0,0,2,-115,-126,,,,,,
706,902,H,PIT,DAGRAZAL-R,4,0,0,1,0,2,0,5,x,12,-105,116,,,,,,
706,903,V,MIA,CSMITH-L,0,1,1,0,3,0,0,0,0,5,160,179,,,,,,
706,904,H,ATL,MFRIED-L,2,1,1,0,0,0,0,0,0,4,-185,-198,,,,,,
706,905,V,PHI,JARRIETA-R,0,3,1,0,0,0,1,0,0,5,130,125,,,,,,
706,906,H,NYM,NSYNDERGAARD-R,1,1,1,0,3,0,0,0,x,6,-150,-135,,,,,,
706,907,V,STL,MMIKOLAS-R,1,0,0,0,0,0,0,3,0,4,-110,114,,,,,,
706,908,H,SFO,MBUMGARNER-L,1,0,0,4,0,0,3,0,x,8,-110,-124,,,,,,
706,909,V,SDG,CPADDACK-R,0,0,0,0,0,0,1,2,0,3,151,155,,,,,,
706,910,H,LAD,KMAEDA-R,0,0,0,0,0,0,0,1,0,1,-175,-165,,,,,,
706,911,V,COL,JGRAY-R,0,1,0,0,0,0,0,1,0,2,105,-102,,,,,,
706,912,H,ARI,RRAY-L,0,0,0,1,0,3,0,0,x,4,-125,-108,,,,,,
706,913,V,TEX,JCHAVEZ-R,0,0,0,0,0,1,3,0,0,4,135,143,,,,,,
706,914,H,MIN,MPINEDA-R,0,3,0,2,0,0,0,2,x,7,-155,-153,,,,,,
706,915,V,BAL,ACASHNER-R,0,0,0,5,0,1,0,1,1,8,-101,128,,,,,,
706,916,H,TOR,CRICHARD-L,0,0,0,1,0,0,0,0,0,1,-119,-138,,,,,,
706,917,V,NYY,CSABATHIA-L,0,1,0,0,0,0,1,0,1,3,115,126,,,,,,
706,918,H,TAM,BSNELL-L,0,1,0,0,0,0,2,0,1,4,-135,-136,,,,,,
706,919,V,BOS,RPORCELLO-R,2,3,0,2,0,0,1,1,1,10,-210,-174,,,,,,
706,920,H,DET,JZIMMERMANN-R,0,0,0,2,0,4,0,0,0,6,176,162,,,,,,
706,921,V,LAA,AHEANEY-L,0,0,0,0,0,0,0,0,0,0,180,210,,,,,,
706,922,H,HOU,GCOLE-R,0,0,0,1,1,1,1,0,x,4,-215,-240,,,,,,
706,923,V,OAK,CBASSITT-R,1,0,1,0,0,0,0,0,1,3,-140,-145,,,,,,
706,924,H,SEA,MGONZALES-L,0,0,0,4,2,0,0,0,x,6,120,135,,,,,,
706,925,V,KAN,GSPARKMAN-R,0,0,0,0,0,0,0,0,0,0,289,340,,,,,,
706,926,H,WAS,MSCHERZER-R,1,3,0,0,0,0,2,0,x,6,-360,-410,,,,,,
706,927,V,CLE,SBIEBER-R,1,0,0,0,1,0,0,2,3,7,-135,-128,,,,,,
706,928,H,CIN,ADESCLAFANI-R,2,0,0,0,0,0,0,0,0,2,115,118,,,,,,
706,929,V,CUB,JLESTER-L,1,0,0,0,5,0,0,0,0,6,-101,-123,,,,,,
706,930,H,CWS,LGIOLITO-R,0,0,1,0,0,0,2,0,0,3,-119,113,,,,,,
707,951,V,PHI,ANOLA-R,4,0,0,0,0,2,0,1,1,8,-110,-114,,,,,,
707,952,H,NYM,ZWHEELER-R,0,0,0,0,0,2,0,0,1,3,-110,104,,,,,,
707,953,V,MIA,TRICHARDS-R,0,0,0,0,0,0,0,3,0,3,172,190,,,,,,
707,954,H,ATL,DKEUCHEL-L,0,0,3,0,1,0,0,0,x,4,-205,-210,,,,,,
707,955,V,MIL,CANDERSON-R,0,0,0,0,1,0,2,2,0,5,-110,108,,,,,,
707,956,H,PIT,JMUSGROVE-R,0,2,0,0,1,0,3,0,x,6,-110,-118,,,,,,
707,957,V,STL,JFLAHERTY-R,0,0,0,0,0,0,0,0,0,0,-119,-121,,,,,,
707,958,H,SFO,JSAMARDZIJA-R,0,0,0,0,0,0,1,0,x,1,-101,111,,,,,,
707,959,V,COL,GMARQUEZ-R,0,0,0,0,0,0,0,2,1,3,-114,-147,,,,,,
707,960,H,ARI,AYOUNG-L,0,0,1,0,0,4,0,0,x,5,-106,137,,,,,,
707,961,V,SDG,JLUCCHESI-L,1,1,0,0,3,0,0,0,0,5,140,146,,,,,,
707,962,H,LAD,RSTRIPLING-R,0,1,0,0,0,1,1,0,0,3,-160,-156,,,,,,
707,963,V,BAL,AWOJCIECHOWSKI-R,0,0,0,0,0,0,1,0,0,1,155,170,,,,,,
707,964,H,TOR,TTHORNTON-R,2,0,0,1,0,3,0,0,x,6,-180,-185,,,,,,
707,965,V,BOS,DPRICE-L,0,2,0,0,3,0,0,1,0,6,-270,-300,,,,,,
707,966,H,DET,GSOTO-L,1,0,0,0,0,0,0,2,0,3,222,260,,,,,,
707,967,V,NYY,JPAXTON-L,0,1,0,0,0,0,0,0,0,1,100,113,,,,,,
707,968,H,TAM,CMORTON-R,2,0,0,0,0,0,0,0,x,2,-120,-123,,,,,,
707,969,V,LAA,JSUAREZ-L,0,0,5,1,1,1,0,2,0,10,144,150,,,,,,
707,970,H,HOU,JURQUIDY-R,0,2,0,0,2,4,0,2,0,11,-165,-160,,,,,,
707,971,V,TEX,JLECLERC-R,0,0,0,1,0,0,0,0,0,4,172,165,,,,,,
707,972,H,MIN,KGIBSON-R,0,1,0,0,0,0,0,0,0,1,-205,-180,,,,,,
707,973,V,OAK,DMENGDEN-R,5,1,0,0,0,0,0,1,0,7,-130,-130,,,,,,
707,974,H,SEA,MCARASITI-R,0,1,0,1,0,1,0,1,0,4,110,120,,,,,,
707,975,V,CLE,TBAUER-R,0,0,0,1,3,0,1,6,0,11,-125,-122,,,,,,
707,976,H,CIN,TMAHLE-R,0,0,0,0,1,0,0,0,0,1,105,112,,,,,,
707,977,V,KAN,JJUNIS-R,0,0,0,0,0,0,0,2,0,2,203,215,,,,,,
707,978,H,WAS,PCORBIN-L,0,1,0,0,0,0,1,3,x,5,-245,-245,,,,,,
707,979,V,CUB,KHENDRICKS-R,0,0,0,0,0,0,1,0,0,1,-155,-180,,,,,,
707,980,H,CWS,INOVA-R,0,0,0,2,1,0,0,0,x,3,135,165,,,,,,
711,951,V,HOU,FVALDEZ-L,0,0,0,0,0,0,0,0,0,0,-127,-135,,,,,,
711,952,H,TEX,LLYNN-R,4,0,1,0,0,0,0,0,x,5,107,125,,,,,,
712,901,V,PIT,CARCHER-R,0,0,0,0,0,0,0,3,0,3,133,155,,,,,,
712,902,H,CUB,YDARVISH-R,0,0,0,0,0,0,3,1,x,4,-153,-165,,,,,,
712,903,V,WAS,SSTRASBURG-R,0,2,1,0,0,0,0,0,1,4,-127,-147,,,,,,
712,904,H,PHI,NPIVETTA-R,0,0,0,0,0,0,0,0,0,0,107,137,,,,,,
712,905,V,NYM,JVARGAS-L,0,0,2,0,0,0,0,0,2,4,-108,-110,,,,,,
712,906,H,MIA,CSMITH-L,0,0,4,0,0,3,0,1,x,8,-112,100,,,,,,
712,907,V,SFO,SANDERSON-R,0,0,0,0,2,2,0,1,1,10,146,165,,,,,,
712,908,H,MIL,CANDERSON-R,0,1,0,1,0,3,0,0,1,7,-167,-180,,,,,,
712,909,V,ARI,RRAY-L,0,0,0,1,0,0,1,2,0,4,107,112,,,,,,
712,910,H,STL,DPONCEDELEON-R,0,0,0,0,1,0,0,1,0,2,-127,-122,,,,,,
712,911,V,CIN,SGRAY-R,0,0,0,0,0,1,1,0,0,2,113,127,,,,,,
712,912,H,COL,JGRAY-R,0,0,0,0,0,1,0,2,x,3,-133,-137,,,,,,
712,913,V,ATL,DKEUCHEL-L,3,0,0,0,1,0,0,1,0,5,-120,-105,,,,,,
712,914,H,SDG,DLAMET-R,0,0,0,0,0,1,0,1,1,3,100,-105,,,,,,
712,915,V,TOR,ASANCHEZ-R,0,0,0,0,0,0,0,0,0,0,226,245,,,,,,
712,916,H,NYY,DGERMAN-R,0,0,0,0,4,0,0,0,x,4,-275,-280,,,,,,
712,917,V,TAM,YCHIRINOS-R,7,2,0,1,0,1,5,0,0,16,-157,-162,,,,,,
712,918,H,BAL,DBUNDY-R,0,0,1,1,0,0,0,0,2,4,137,152,,,,,,
712,919,V,MIN,KGIBSON-R,1,0,0,0,0,0,3,1,0,5,108,140,,,,,,
712,920,H,CLE,MCLEVINGER-R,0,0,0,3,0,0,0,0,0,3,-128,-150,,,,,,
712,921,V,HOU,GCOLE-R,0,2,1,0,1,3,1,0,0,8,-190,-210,,,,,,
712,922,H,TEX,JCHAVEZ-R,1,1,0,1,1,0,2,2,1,9,163,190,,,,,,
712,923,V,DET,STURNBULL-R,1,0,3,0,0,1,0,0,0,5,114,128,,,,,,
712,924,H,KAN,DDUFFY-L,1,1,3,0,0,0,2,1,x,8,-125,-138,,,,,,
712,925,V,SEA,MLEAKE-R,0,0,0,0,0,0,0,0,0,0,135,150,,,,,,
712,926,H,LAA,TCOLE-R,7,2,0,0,1,1,2,0,x,13,-155,-160,,,,,,
712,927,V,CWS,INOVA-R,0,0,0,0,0,0,0,0,1,1,160,180,,,,,,
712,928,H,OAK,MFIERS-R,1,2,0,0,0,1,1,0,x,5,-185,-200,,,,,,
712,929,V,LAD,KMAEDA-R,0,1,0,0,0,0,0,0,0,1,-110,101,,,,,,
712,930,H,BOS,ERODRIGUEZ-L,1,1,0,0,0,1,5,0,x,8,-110,-111,,,,,,
713,953,V,PIT,JLYLES-R,0,0,0,0,1,1,1,1,0,4,152,165,,,,,,
713,954,H,CUB,JLESTER-L,7,0,1,2,0,0,0,0,x,10,-177,-180,,,,,,
713,955,V,NYM,NSYNDERGAARD-R,0,0,2,0,0,0,0,2,0,4,-154,-139,,,,,,
713,956,H,MIA,ZGALLEN-R,0,0,0,2,0,0,0,0,0,2,134,129,,,,,,
713,957,V,WAS,PCORBIN-L,0,0,0,0,0,1,0,1,2,4,100,106,,,,,,
713,958,H,PHI,ANOLA-R,0,2,0,1,0,0,0,0,0,3,-120,-116,,,,,,
713,959,V,ARI,MKELLY-R,0,1,0,0,1,0,0,0,0,2,102,128,,,,,,
713,960,H,STL,DHUDSON-R,2,0,2,0,0,0,0,0,x,4,-122,-138,,,,,,
713,961,V,SFO,MBUMGARNER-L,1,0,0,0,0,0,1,0,2,4,113,117,,,,,,
713,962,H,MIL,ZDAVIES-R,0,0,0,0,1,0,0,3,1,5,-133,-127,,,,,,
713,963,V,CIN,TROARK-R,0,2,2,1,0,5,5,0,2,17,110,101,,,,,,
713,964,H,COL,KFREELAND-L,4,0,1,0,2,2,0,0,0,9,-130,-111,,,,,,
713,965,V,ATL,JTEHERAN-R,2,0,0,0,0,0,1,1,0,7,100,106,,,,,,
713,966,H,SDG,JLUCCHESI-L,1,0,0,0,2,0,1,0,0,5,-120,-116,,,,,,
713,967,V,TOR,CRICHARD-L,0,0,0,0,0,2,0,0,0,2,252,245,,,,,,
713,968,H,NYY,JHAPP-L,0,0,0,0,0,0,0,0,1,1,-310,-280,,,,,,
713,969,V,CWS,DCOVEY-R,0,0,0,0,0,0,2,0,0,2,170,190,,,,,,
713,970,H,OAK,CBASSITT-R,7,0,0,4,0,1,0,1,x,13,-200,-210,,,,,,
713,971,V,TAM,CMORTON-R,0,2,0,1,0,3,3,0,3,12,-215,-220,,,,,,
713,972,H,BAL,JMEANS-L,0,0,0,2,0,0,1,0,1,4,180,200,,,,,,
713,973,V,MIN,JODORIZZI-R,1,2,0,0,0,0,0,2,1,6,113,131,,,,,,
713,974,H,CLE,TBAUER-R,0,1,0,0,0,0,1,0,0,2,-133,-141,,,,,,
713,975,V,DET,MBOYD-L,0,1,0,0,0,0,0,0,0,1,-108,-109,,,,,,
713,976,H,KAN,BKELLER-R,0,0,0,0,2,2,0,0,x,4,-112,-101,,,,,,
713,977,V,HOU,WMILEY-L,2,0,1,0,1,1,0,0,0,7,-135,-135,,,,,,
