Date,Rot,VH,Team,Pitcher,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,Final,ML,Close,,,,,,
507,902,H,MIL,AHOUSER-R,0,0,0,0,0,0,6,0,0,6,100,-112,,,,,,
507,903,V,PHI,ANOLA-R,0,6,0,0,2,0,2,0,1,11,-110,-115,,,,,,
507,904,H,STL,DHUDSON-R,0,0,0,0,0,1,0,0,0,1,-110,105,,,,,,
507,905,V,MIA,CSMITH-L,0,0,2,0,0,0,0,0,0,2,176,155,,,,,,
507,906,H,CUB,JLESTER-L,1,0,1,0,0,0,0,0,3,5,-210,-165,,,,,,
507,907,V,SFO,MBUMGARNER-L,0,1,0,5,1,0,0,2,5,14,-110,114,,,,,,
507,908,H,COL,ASENZATELA-R,1,0,0,1,1,0,0,1,0,4,-110,-124,,,,,,
507,909,V,ATL,MFRIED-L,0,0,0,0,0,0,0,0,0,0,130,122,,,,,,
507,910,H,LAD,HRYU-L,3,1,0,0,1,0,0,4,0,9,-150,-132,,,,,,
507,911,V,NYM,NSYNDERGAARD-R,2,0,0,0,0,0,3,0,2,7,-135,-150,,,,,,
507,912,H,SDG,CQUANTRILL-R,1,0,1,2,0,1,0,0,1,6,115,140,,,,,,
507,913,V,CWS,LGIOLITO-R,0,0,1,0,0,1,0,0,0,2,140,127,,,,,,
507,914,H,CLE,JRODRIGUEZ-R,0,0,0,0,0,0,0,0,0,0,-160,-137,,,,,,
507,915,V,SEA,MGONZALES-L,0,1,0,0,0,1,0,2,0,4,130,142,,,,,,
507,916,H,NYY,MTANAKA-R,0,0,1,0,0,0,0,1,3,5,-150,-152,,,,,,
507,917,V,BOS,HVELAZQUEZ-R,2,0,0,1,3,0,0,0,2,8,-190,-205,,,,,,
507,918,H,BAL,DHESS-R,2,0,0,1,0,0,0,2,0,5,163,185,,,,,,
507,919,V,MIN,JBERRIOS-R,1,0,0,0,0,2,0,0,0,3,-150,-140,,,,,,
507,920,H,TOR,ASANCHEZ-R,0,0,0,0,0,0,0,0,0,0,130,130,,,,,,
507,921,V,LAA,GCANNING-R,0,0,3,0,0,1,0,0,1,5,-125,-137,,,,,,
507,922,H,DET,DNORRIS-L,0,0,0,0,0,2,0,0,0,2,105,127,,,,,,
507,923,V,KAN,DDUFFY-L,0,1,5,2,0,0,4,0,0,12,180,210,,,,,,
507,924,H,HOU,CMCHUGH-R,0,0,0,0,0,1,1,0,0,2,-215,-240,,,,,,
507,925,V,TEX,ASAMPSON-R,0,0,0,2,0,0,2,0,0,4,105,132,,,,,,
507,926,H,PIT,SBRAULT-L,0,0,1,2,2,0,0,0,0,5,-125,-142,,,,,,
507,927,V,ARI,TCLARKE-R,0,0,0,1,0,0,0,0,2,3,148,161,,,,,,
507,928,H,TAM,RSTANEK-R,1,0,0,1,0,0,3,1,0,6,-170,-172,,,,,,
507,929,V,CIN,TMAHLE-R,0,0,0,0,0,0,0,0,0,0,105,112,,,,,,
507,930,H,OAK,MFIERS-R,0,1,0,0,0,0,1,0,0,2,-125,-122,,,,,,
508,951,V,WAS,JHELLICKSON-R,0,0,0,0,0,1,2,0,0,3,159,175,,,,,,
508,952,H,MIL,BWOODRUFF-R,4,2,0,0,1,0,0,0,0,7,-184,-190,,,,,,
508,953,V,PHI,JEICKHOFF-R,0,0,0,0,4,0,1,0,0,5,122,138,,,,,,
508,954,H,STL,JFLAHERTY-R,0,0,0,0,0,0,0,0,0,0,-142,-148,,,,,,
508,955,V,NYM,WFONT-R,1,1,0,0,0,0,0,0,0,2,135,120,,,,,,
508,956,H,SDG,MSTRAHM-L,0,1,1,0,0,0,1,0,0,3,-155,-130,,,,,,
508,957,V,MIA,JURENA-R,1,0,0,0,0,0,0,0,1,2,195,205,,,,,,
508,958,H,CUB,KHENDRICKS-R,0,0,0,2,0,0,0,0,0,3,-235,-230,,,,,,
508,961,V,ATL,MFOLTYNEWICZ-R,0,0,0,2,0,0,2,0,0,4,160,190,,,,,,
508,962,H,LAD,CKERSHAW-L,0,2,1,0,2,0,2,2,0,9,-185,-210,,,,,,
508,963,V,CWS,RLOPEZ-R,0,0,1,0,0,0,2,0,0,3,158,180,,,,,,
508,964,H,CLE,SBIEBER-R,0,0,0,3,0,0,0,0,2,5,-183,-200,,,,,,
508,965,V,SEA,YKIKUCHI-L,1,0,1,2,1,0,0,2,3,10,122,105,,,,,,
508,966,H,NYY,JLOAISIGA-R,0,0,0,0,0,1,0,0,0,1,-142,-115,,,,,,
508,967,V,BOS,CSALE-L,0,0,1,0,0,0,0,0,0,2,-255,-280,,,,,,
508,968,H,BAL,ACASHNER-R,0,0,0,0,0,1,0,0,0,1,211,245,,,,,,
508,969,V,MIN,KGIBSON-R,1,2,4,0,0,2,0,0,0,9,-123,-133,,,,,,
508,970,H,TOR,TTHORNTON-R,0,0,0,0,1,0,0,0,0,1,103,123,,,,,,
508,971,V,LAA,TSKAGGS-L,1,0,0,0,0,0,1,0,1,3,-111,100,,,,,,
508,972,H,DET,MBOYD-L,2,0,2,0,4,0,0,2,0,10,-109,-110,,,,,,
508,973,V,KAN,JLOPEZ-R,0,0,0,0,0,0,0,0,0,0,192,205,,,,,,
508,974,H,HOU,BPEACOCK-R,1,0,5,1,2,0,0,0,0,9,-230,-230,,,,,,
508,975,V,TEX,SMILLER-R,0,0,2,0,0,0,0,4,3,9,123,111,,,,,,
508,976,H,PIT,NKINGHAM-R,0,0,0,2,2,2,0,0,0,6,-143,-121,,,,,,
508,977,V,ARI,RRAY-L,1,0,1,0,0,0,0,0,0,3,130,145,,,,,,
508,978,H,TAM,CMORTON-R,0,0,0,0,0,0,0,1,1,2,-150,-155,,,,,,
508,979,V,CIN,SGRAY-R,0,4,0,0,0,0,0,0,0,4,104,112,,,,,,
508,980,H,OAK,BANDERSON-L,2,0,0,0,2,0,0,0,0,5,-124,-122,,,,,,
509,901,V,MIA,TRICHARDS-R,0,0,0,1,0,0,0,0,0,1,170,190,,,,,,
509,902,H,CUB,YDARVISH-R,2,0,0,0,2,0,0,0,0,4,-200,-210,,,,,,
509,903,V,SFO,DHOLLAND-L,0,0,2,3,0,3,0,1,2,11,135,148,,,,,,
509,904,H,COL,KFREELAND-L,3,4,0,0,1,3,0,1,0,12,-155,-158,,,,,,
509,905,V,PIT,JMUSGROVE-R,1,0,1,0,2,0,0,0,0,4,120,135,,,,,,
509,906,H,STL,MWACHA-R,0,4,2,5,0,5,0,1,0,17,-140,-145,,,,,,
509,907,V,ATL,MSOROKA-R,0,0,1,0,0,0,0,0,1,2,-120,-110,,,,,,
509,908,H,ARI,LWEAVER-R,0,1,0,0,0,0,0,0,1,3,100,100,,,,,,
509,909,V,WAS,PCORBIN-L,3,0,0,0,0,0,0,2,1,6,115,140,,,,,,
509,910,H,LAD,RHILL-L,0,0,0,0,0,0,0,0,0,0,-135,-150,,,,,,
509,911,V,CWS,MBANUELOS-L,0,0,0,0,0,0,x,x,x,0,170,210,,,,,,
509,912,H,CLE,CCARRASCO-R,0,2,0,0,3,0,x,x,x,5,-200,-240,,,,,,
509,913,V,LAA,LBARD-R,2,3,1,0,0,1,2,3,1,13,-118,-174,,,,,,
509,914,H,DET,RCARPENTER-L,0,0,0,0,0,0,0,0,0,0,-102,162,,,,,,
509,915,V,SEA,MLEAKE-R,0,0,0,0,0,0,0,0,1,1,155,130,,,,,,
509,916,H,NYY,JHAPP-L,0,1,0,0,0,0,0,2,0,3,-180,-140,,,,,,
509,917,V,TEX,MMINOR-L,0,0,0,2,0,0,0,0,0,2,135,167,,,,,,
509,918,H,HOU,WMILEY-L,0,0,1,0,1,1,0,1,0,4,-155,-182,,,,,,
509,919,V,CIN,TROARK-R,2,0,1,0,0,0,0,0,0,3,125,156,,,,,,
509,920,H,OAK,CBASSITT-R,0,0,0,0,0,0,0,0,0,0,-145,-166,,,,,,
510,951,V,MIL,GGONZALEZ-L,0,0,0,1,0,0,2,2,2,7,115,106,,,,,,
510,952,H,CUB,JQUINTANA-L,0,0,0,0,0,0,0,0,0,0,-135,-116,,,,,,
510,953,V,MIA,PLOPEZ-R,0,0,2,0,0,0,0,0,0,2,148,163,,,,,,
510,954,H,NYM,ZWHEELER-R,8,1,1,1,0,0,0,0,0,11,-170,-176,,,,,,
510,955,V,PIT,TWILLIAMS-R,1,0,0,0,0,0,0,1,0,2,120,150,,,,,,
510,956,H,STL,AWAINWRIGHT-R,0,0,0,0,0,0,1,0,0,1,-140,-160,,,,,,
510,957,V,SDG,ELAUER-L,0,0,0,0,2,0,0,0,0,2,130,161,,,,,,
510,958,H,COL,GMARQUEZ-R,0,0,2,7,0,0,0,3,0,12,-150,-172,,,,,,
510,959,V,ATL,JTEHERAN-R,0,0,0,1,0,0,0,1,0,2,130,120,,,,,,
510,960,H,ARI,ZGREINKE-R,0,0,0,0,0,1,0,0,0,1,-150,-130,,,,,,
510,961,V,WAS,ASANCHEZ-R,0,0,0,0,0,0,0,0,0,0,151,200,,,,,,
510,962,H,LAD,KMAEDA-R,1,0,0,1,1,0,2,0,0,5,-175,-220,,,,,,
510,963,V,CIN,LCASTILLO-R,0,4,0,0,0,0,0,0,3,7,-140,-150,,,,,,
510,964,H,SFO,DRODRIGUEZ-R,0,0,0,0,0,0,0,0,0,0,120,140,,,,,,
510,965,V,LAA,TCAHILL-R,0,1,2,0,5,0,0,0,0,8,-150,-185,,,,,,
510,966,H,BAL,DSTRAILY-R,1,0,0,1,0,0,1,0,0,3,130,170,,,,,,
510,967,V,CWS,DCOVEY-R,1,0,0,0,1,0,1,0,0,3,110,116,,,,,,
510,968,H,TOR,DHUDSON-R,3,1,0,0,0,0,0,0,0,4,-130,-126,,,,,,
510,969,V,SEA,ESwanson-R,0,0,0,0,0,0,0,1,0,1,151,185,,,,,,
510,970,H,BOS,ERODRIGUEZ-L,0,0,4,1,2,1,2,4,0,14,-175,-205,,,,,,
510,971,V,NYY,DGERMAN-R,2,0,0,0,0,2,0,0,0,4,120,156,,,,,,
510,972,H,TAM,TGLASNOW-R,0,0,0,0,3,0,0,0,0,3,-140,-166,,,,,,
510,973,V,DET,TROSS-R,0,0,0,0,0,0,0,0,0,0,176,190,,,,,,
510,974,H,MIN,JODORIZZI-R,0,0,2,2,1,1,0,0,0,6,-210,-210,,,,,,
510,975,V,TEX,LLYNN-R,0,0,0,0,0,0,0,0,0,0,215,230,,,,,,
510,976,H,HOW,JVERLANDER-R,0,0,1,0,0,0,2,0,0,3,-260,-260,,,,,,
510,977,V,CLE,COANDERSON-R,0,2,0,0,0,0,1,0,0,3,133,128,,,,,,
510,978,H,OAK,FMONTAS-R,1,1,0,0,0,1,0,0,0,4,-153,-138,,,,,,
510,979,V,PHI,JARRIETA-R,0,0,0,1,0,0,0,0,0,1,-150,-143,,,,,,
510,980,H,KAN,HBAILEY-R,2,0,0,0,1,1,0,1,0,5,130,133,,,,,,
511,901,V,PIT,JLYLES-R,0,0,0,2,0,0,0,0,0,2,144,165,,,,,,
511,902,H,STL,MMIKOLAS-R,0,0,1,0,0,0,0,0,0,1,-165,-180,,,,,,
511,903,V,MIL,ZDAVIES-R,0,0,0,0,1,0,0,0,0,1,120,112,,,,,,
511,904,H,CUB,CHAMELS-L,0,0,0,0,1,0,0,0,0,2,-140,-122,,,,,,
511,905,V,MIA,SALCANTARA-R,0,0,1,0,0,0,0,0,0,1,222,270,,,,,,
511,906,H,NYM,JDEGROM-R,0,0,0,1,0,3,0,0,0,4,-270,-310,,,,,,
511,907,V,ATL,KGAUSMAN-R,0,1,1,0,0,0,1,2,1,6,-117,-125,,,,,,
511,908,H,ARI,MKELLY-R,0,0,0,0,0,1,1,2,0,4,-103,115,,,,,,
511,909,V,SDG,JLUCCHESI-L,0,0,0,1,0,1,1,0,1,4,115,125,,,,,,
511,910,H,COL,JGRAY-R,0,0,0,0,0,1,1,1,0,3,-135,-135,,,,,,
511,911,V,CIN,ADESCLAFANI-R,3,0,0,0,1,0,1,0,0,5,-130,-135,,,,,,
511,912,H,SFO,JSAMARDZIJA-R,1,0,0,3,0,0,0,0,0,4,110,125,,,,,,
511,913,V,WAS,MSCHERZER-R,0,0,0,0,0,0,0,5,0,5,120,125,,,,,,
511,914,H,LAD,WBUEHLER-R,0,0,2,0,0,0,0,0,0,2,-140,-135,,,,,,
511,915,V,SEA,FHERNANDEZ-R,4,0,0,0,0,0,0,0,1,5,166,161,,,,,,
511,916,H,BOS,RPORCELLO-R,0,1,8,0,0,0,0,0,0,9,-195,-172,,,,,,
511,917,V,DET,STURNBULL-R,0,2,0,1,0,0,0,0,2,5,125,148,,,,,,
511,918,H,MIN,MPINEDA-R,0,1,0,0,0,1,0,1,0,3,-145,-158,,,,,,
511,919,V,CWS,INOVA-R,0,0,2,0,0,0,2,2,1,7,125,146,,,,,,
511,920,H,TOR,MSTROMAN-R,0,0,0,0,0,0,1,0,1,2,-145,-156,,,,,,
511,921,V,LAA,MHARVEY-R,2,0,0,1,0,3,0,0,1,7,-145,-134,,,,,,
511,922,H,BAL,DBUNDY-R,2,0,0,0,0,0,0,0,0,2,125,124,,,,,,
511,923,V,CLE,TBAUER-R,0,0,0,0,1,0,0,0,1,2,-130,-118,,,,,,
511,924,H,OAK,LHENDRIKS-R,1,0,0,0,1,0,0,0,1,3,110,108,,,,,,
511,925,V,NYY,CSABATHIA-L,0,0,0,0,1,1,0,0,0,2,135,125,,,,,,
511,926,H,TAM,RSTANEK-R,0,1,1,0,0,2,0,3,0,7,-155,-135,,,,,,
511,927,V,TEX,JCHAVEZ-R,0,1,0,0,0,0,3,0,0,4,263,250,,,,,,
511,928,H,HOU,GCOLE-R,0,0,0,1,1,4,3,2,0,11,-325,-290,,,,,,
511,929,V,PHI,ZEFLIN-R,0,0,3,1,0,2,0,0,1,7,-145,-130,,,,,,
511,930,H,KAN,BKELLER-R,0,0,0,0,0,0,0,0,0,0,125,120,,,,,,
511,931,V,DET,GSOTO-L,0,2,1,0,0,0,0,0,0,3,163,190,,,,,,
511,932,H,MIN,KSTEWART-R,2,2,0,0,3,1,0,0,0,8,-190,-210,,,,,,
512,953,V,PIT,SBRAULT-L,3,0,0,0,0,0,5,2,0,10,135,160,,,,,,
512,954,H,STL,DHUDSON-R,4,2,0,0,0,0,0,0,0,6,-155,-170,,,,,,
512,955,V,SDG,NMARGEVICIUS-L,0,0,1,0,0,0,2,0,4,7,105,100,,,,,,
512,956,H,COL,ASENZATELA-R,0,4,0,1,0,0,5,0,x,10,-125,-110,,,,,,
512,957,V,CIN,TMAHLE-R,2,1,0,0,0,1,0,1,0,5,110,101,,,,,,
512,958,H,SFO,MBUMGARNER-L,2,0,0,0,0,0,2,2,x,6,-130,-111,,,,,,
512,959,V,WAS,SSTRASBURG-R,0,0,0,0,0,0,0,0,0,0,135,132,,,,,,
512,960,H,LAD,HRYU-L,0,1,0,1,0,0,0,4,x,6,-155,-142,,,,,,
512,961,V,ATL,MFRIED-L,0,1,3,0,0,0,0,1,0,5,-130,-115,,,,,,
512,962,H,ARI,ZGODLEY-R,0,0,0,3,0,0,0,0,0,3,110,105,,,,,,
512,963,V,MIL,JCHACIN-R,0,0,0,1,0,0,0,0,0,1,125,108,,,,,,
512,964,H,CUB,JLESTER-L,1,0,0,0,1,0,2,0,x,4,-145,-118,,,,,,
512,965,V,LAA,GCANNING-R,0,0,1,0,0,0,0,0,0,1,-145,-155,,,,,,
512,966,H,BAL,JMEANS-L,0,2,2,0,0,1,0,0,x,5,125,145,,,,,,
512,967,V,SEA,MGONZALES-L,1,0,0,0,1,0,0,0,0,2,140,120,,,,,,
512,968,H,BOS,HVELAZQUEZ-R,3,1,0,0,2,0,3,2,x,11,-160,-130,,,,,,
512,969,V,CWS,LGIOLITO-R,0,0,0,5,0,0,0,0,0,5,110,102,,,,,,
512,970,H,TOR,ASANCHEZ-R,1,0,0,0,0,0,0,0,0,1,-130,-112,,,,,,
512,971,V,NYY,MTANAKA-R,0,0,0,0,2,0,0,1,4,7,130,170,,,,,,
512,972,H,TAM,BSNELL-L,0,0,0,0,0,1,0,0,0,1,-150,-185,,,,,,
512,973,V,DET,DNORRIS-L,2,1,0,0,0,0,2,0,0,5,180,161,,,,,,
512,974,H,MIN,MPEREZ-L,0,0,0,0,0,0,3,0,0,3,-215,-172,,,,,,
512,975,V,TEX,ASAMPSON-R,0,0,1,0,0,2,0,0,2,5,176,190,,,,,,
512,976,H,HOU,CMARTIN-R,1,3,0,2,4,5,0,0,x,15,-210,-210,,,,,,
512,977,V,CLE,JRODRIGUEZ-R,2,0,0,0,0,3,0,0,0,5,110,110,,,,,,
512,978,H,OAK,DMENGDEN-R,0,0,2,0,0,1,0,0,0,3,-130,-120,,,,,,
512,979,V,PHI,CIRVIN-L,0,0,0,0,6,0,0,0,0,6,-121,-105,,,,,,
512,980,H,KAN,JJUNIS-R,0,0,1,0,0,0,0,0,0,1,111,-105,,,,,,
513,901,V,MIL,FPERALTA-R,2,0,1,1,0,0,0,0,0,4,146,133,,,,,,
513,902,H,PHI,ANOLA-R,0,2,0,0,2,0,3,0,0,7,-167,-143,,,,,,
513,903,V,PIT,NKINGHAM-R,2,0,0,0,0,0,0,0,1,3,144,165,,,,,,
513,904,H,ARI,RRAY-L,2,3,1,1,1,0,1,0,0,9,-165,-180,,,,,,
513,907,V,HOU,BPEACOCK-R,0,3,0,0,0,0,2,0,3,8,-140,-162,,,,,,
513,908,H,DET,MBOYD-L,0,0,0,1,0,0,0,0,0,1,120,152,,,,,,
513,909,V,LAA,TSKAGGS-L,0,0,3,0,1,1,0,0,0,5,144,118,,,,,,
513,910,H,MIN,JBERRIOS-R,2,0,0,0,2,0,0,0,0,4,-165,-128,,,,,,
513,911,V,CLE,SBIEBER-R,1,0,1,0,0,0,0,0,0,2,-140,-155,,,,,,
513,912,H,CWS,RLOPEZ-R,1,1,1,0,0,1,1,0,0,5,120,145,,,,,,
513,913,V,OAK,MFIERS-R,0,1,0,0,0,1,1,1,0,5,115,105,,,,,,
513,914,H,SEA,YKIKUCHI-L,1,0,0,0,0,0,0,3,0,6,-135,-115,,,,,,
514,951,V,CUB,KHENDRICKS-R,0,2,0,0,1,0,0,0,0,3,-130,-110,,,,,,
514,952,H,CIN,TROARK-R,0,0,0,1,0,0,0,0,0,1,110,100,,,,,,
514,953,V,MIL,BWOODRUFF-R,0,3,2,0,0,0,0,1,0,6,105,-115,,,,,,
514,954,H,PHI,JEICKHOFF-R,0,0,0,0,0,0,0,1,0,1,-125,105,,,,,,
514,955,V,NYM,NSYNDERGAARD-R,4,0,0,0,0,1,0,0,1,6,-155,-144,,,,,,
514,956,H,WAS,JHELLICKSON-R,0,0,0,0,0,2,0,0,0,2,135,134,,,,,,
514,957,V,STL,JFLAHERTY-R,3,0,1,1,6,0,0,0,3,14,-115,-125,,,,,,
514,958,H,ATL,MFOLTYNEWICZ-R,0,0,0,0,3,0,0,0,0,3,-105,115,,,,,,
514,959,V,PIT,JMUSGROVE-R,0,0,1,0,2,0,0,3,0,6,125,148,,,,,,
514,960,H,ARI,LWEAVER-R,0,0,0,0,0,0,0,1,1,2,-145,-158,,,,,,
514,961,V,SDG,CPADDACK-R,1,0,0,2,0,0,0,0,0,3,144,147,,,,,,
514,962,H,LAD,CKERSHAW-L,0,0,4,1,1,0,0,0,0,6,-165,-157,,,,,,
514,963,V,CLE,CCARRASCO-R,0,0,1,2,3,2,0,1,0,9,-185,-196,,,,,,
514,964,H,CWS,MBANUELOS-L,0,0,0,0,0,0,0,0,0,0,160,178,,,,,,
514,967,V,HOU,WMILEY-L,3,3,1,1,1,1,0,1,0,11,-200,-220,,,,,,
514,968,H,DET,RCARPENTER-L,0,0,1,1,0,2,0,0,0,4,170,200,,,,,,
514,969,V,LAA,CBEDROSIAN-R,0,0,0,0,0,3,0,0,0,3,105,118,,,,,,
514,970,H,MIN,KGIBSON-R,1,0,2,1,0,0,0,0,0,4,-125,-128,,,,,,
514,971,V,TEX,SMILLER-R,0,0,4,0,0,0,0,1,0,5,105,133,,,,,,
514,972,H,KAN,DDUFFY-L,3,6,0,0,0,0,2,0,0,11,-125,-143,,,,,,
514,973,V,OAK,BANDERSON-L,0,0,0,0,2,0,1,0,0,3,-110,-115,,,,,,
514,974,H,SEA,MLEAKE-R,0,2,0,0,2,0,0,0,0,4,-110,105,,,,,,
514,975,V,TAM,CMORTON-R,0,1,0,0,0,1,0,1,1,4,-150,-143,,,,,,
514,976,H,MIA,CSMITH-L,0,0,0,0,0,0,0,0,0,0,130,133,,,,,,
514,977,V,COL,KFREELAND-L,0,0,0,0,0,0,2,2,0,5,192,220,,,,,,
514,978,H,BOS,CSALE-L,0,1,2,0,0,0,0,1,0,4,-230,-250,,,,,,
514,979,V,TOR,TTHORNTON-R,3,0,0,1,0,3,0,0,0,7,-115,115,,,,,,
514,980,H,SFO,NVINCENT-R,0,0,2,0,0,0,0,1,0,3,-105,-125,,,,,,
515,901,V,PIT,CARCHER-R,0,0,0,0,0,0,0,0,1,1,144,147,,,,,,
515,902,H,ARI,ZGREINKE-R,3,0,0,4,1,0,0,3,0,11,-165,-157,,,,,,
515,903,V,CUB,YDARVISH-R,0,2,0,1,0,0,1,1,0,5,-110,124,,,,,,
515,904,H,CIN,SGRAY-R,1,0,0,1,0,0,1,2,0,6,-110,-134,,,,,,
515,905,V,MIL,GGONZALEZ-L,1,0,3,0,1,0,0,0,0,5,110,112,,,,,,
515,906,H,PHI,JARRIETA-R,1,0,0,0,0,0,1,0,0,2,-130,-122,,,,,,
515,907,V,NYM,WFONT-R,0,0,1,0,0,0,0,0,0,1,148,137,,,,,,
515,908,H,WAS,PCORBIN-L,3,0,2,0,0,0,0,0,0,5,-170,-147,,,,,,
515,909,V,STL,MWACHA-R,0,0,0,0,0,0,0,0,0,0,115,124,,,,,,
515,910,H,ATL,MSOROKA-R,0,0,1,1,0,0,0,2,0,4,-135,-134,,,,,,
515,911,V,SDG,MSTRAHM-L,0,0,0,0,0,0,0,0,0,0,135,148,,,,,,
515,912,H,LAD,KMAEDA-R,0,2,0,0,0,0,0,0,0,2,-155,-158,,,,,,
515,913,V,LAA,TCAHILL-R,0,0,1,0,0,2,1,0,3,7,123,125,,,,,,
515,914,H,MIN,JODORIZZI-R,0,2,0,0,4,2,0,0,0,8,-143,-135,,,,,,
515,915,V,BAL,ACASHNER-R,0,0,0,0,1,0,0,0,0,1,199,210,,,,,,
515,916,H,NYY,DGERMAN-R,0,0,1,1,0,0,1,0,0,3,-240,-240,,,,,,
515,917,V,HOU,JVERLANDER-R,1,1,0,1,0,1,0,1,0,5,-330,-380,,,,,,
515,918,H,DET,GSOTO-L,0,0,1,0,0,0,0,0,0,1,267,320,,,,,,
515,919,V,TEX,MMINOR-L,2,0,0,1,0,2,0,0,1,6,-128,-118,,,,,,
515,920,H,KAN,JLOPEZ-R,1,0,0,0,0,0,0,0,0,1,108,108,,,,,,
515,921,V,TOR,EJACKSON-R,1,0,1,0,1,0,0,0,0,3,113,130,,,,,,
515,922,H,SFO,SANDERSON-R,1,2,0,0,0,1,0,0,0,4,-133,-140,,,,,,
515,923,V,TAM,RSTANEK-R,0,1,0,0,0,0,0,0,0,1,-167,-176,,,,,,
515,924,H,MIA,JURENA-R,0,0,0,0,0,0,0,0,0,0,146,163,,,,,,
515,925,V,COL,GMARQUEZ-R,0,0,0,2,0,0,3,0,0,5,125,136,,,,,,
515,926,H,BOS,ERODRIGUEZ-L,2,0,3,0,0,0,0,0,0,6,-145,-146,,,,,,
515,927,V,BAL,DHESS-R,1,1,0,1,0,0,0,0,0,3,218,240,,,,,,
515,928,H,NYY,JHAPP-L,1,2,0,2,0,0,0,0,0,5,-265,-270,,,,,,
516,951,V,NYM,ZWHEELER-R,0,0,4,0,0,0,0,0,2,6,-125,-125,,,,,,
516,952,H,WAS,ASANCHEZ-R,4,0,0,0,2,0,1,0,0,7,105,115,,,,,,
516,953,V,MIL,ZDAVIES-R,1,0,1,1,1,0,3,2,2,11,105,111,,,,,,
516,954,H,PHI,ZEFLIN-R,1,0,2,0,0,0,0,0,0,3,-125,-121,,,,,,
516,955,V,CUB,JQUINTANA-L,2,0,0,0,0,0,0,0,0,2,-115,126,,,,,,
516,956,H,CIN,LCASTILLO-R,0,0,0,0,3,0,1,0,0,4,-105,-136,,,,,,
516,957,V,STL,AWAINWRIGHT-R,0,0,0,0,0,1,0,1,0,2,-110,102,,,,,,
516,958,H,ATL,JTEHERAN-R,0,2,3,0,0,3,1,1,0,10,-110,-112,,,,,,
516,959,V,PIT,TWILLIAMS-R,0,0,0,0,1,1,1,0,0,3,-110,134,,,,,,
516,960,H,SDG,ELAUER-L,0,0,1,0,0,3,0,0,0,4,-110,-144,,,,,,
516,961,V,OAK,CBASSITT-R,0,0,6,0,0,3,4,2,2,17,-120,-148,,,,,,
516,962,H,DET,STURNBULL-R,0,0,0,0,0,0,0,0,3,3,100,138,,,,,,
516,963,V,TEX,LLYNN-R,0,0,0,1,5,3,1,2,4,16,-105,102,,,,,,
516,964,H,KAN,HBAILEY-R,1,0,0,0,0,0,0,0,0,1,-115,-112,,,,,,
516,965,V,BAL,DSTRAILY-R,0,2,3,0,2,0,0,0,0,7,237,290,,,,,,
516,966,H,CLE,TBAUER-R,1,0,2,3,0,2,5,1,0,14,-290,-340,,,,,,
516,967,V,TOR,MSTROMAN-R,0,1,0,0,0,1,0,0,0,2,-135,-116,,,,,,
516,968,H,CWS,DCOVEY-R,1,0,0,1,0,0,0,2,0,4,115,106,,,,,,
516,969,V,MIN,MPINEDA-R,0,0,2,7,0,0,0,1,1,11,-110,-107,,,,,,
516,970,H,SEA,ESwanson-R,0,0,1,0,2,0,0,3,0,6,-110,-103,,,,,,
517,901,V,CUB,CHAMELS-L,1,2,0,0,0,0,2,5,4,14,105,148,,,,,,
517,902,H,WAS,MSCHERZER-R,0,0,2,0,0,0,2,0,2,6,-125,-158,,,,,,
517,903,V,COL,JGRAY-R,0,1,1,0,0,2,0,0,0,4,115,109,,,,,,
517,904,H,PHI,CIRVIN-L,0,0,2,1,2,0,0,0,0,5,-135,-119,,,,,,
517,905,V,LAD,RHILL-L,0,2,2,0,0,1,0,1,0,6,-130,-137,,,,,,
517,906,H,CIN,ADESCLAFANI-R,0,0,0,0,0,0,0,0,0,0,110,127,,,,,,
517,907,V,NYM,JDEGROM-R,0,1,0,0,0,0,2,3,0,6,-270,-230,,,,,,
517,908,H,MIA,TRICHARDS-R,0,0,2,2,3,0,1,0,0,8,222,205,,,,,,
517,909,V,MIL,JCHACIN-R,0,0,0,0,0,0,1,3,4,8,100,118,,,,,,
517,910,H,ATL,MFRIED-L,1,1,1,0,0,9,0,0,0,12,-120,-128,,,,,,
517,911,V,SFO,JSAMARDZIJA-R,0,0,0,0,0,0,0,0,0,0,110,131,,,,,,
517,912,H,ARI,MKELLY-R,0,0,0,1,0,2,4,0,0,7,-130,-141,,,,,,
517,913,V,PIT,JLYLES-R,0,0,0,2,0,0,0,1,2,5,110,158,,,,,,
517,914,H,SDG,JLUCCHESI-L,1,0,0,0,0,0,0,0,2,3,-130,-168,,,,,,
517,915,V,TAM,RSTANEK-R,0,0,0,1,0,0,0,2,0,3,105,-103,,,,,,
517,916,H,NYY,CSABATHIA-L,0,1,0,0,0,0,0,0,3,4,-125,-107,,,,,,
517,917,V,BAL,DBUNDY-R,0,0,3,1,0,0,0,1,0,5,151,160,,,,,,
517,918,H,CLE,JRODRIGUEZ-R,0,1,0,0,0,0,0,0,0,1,-175,-170,,,,,,
517,919,V,OAK,FMONTAS-R,0,0,0,1,2,3,0,1,0,7,-145,-192,,,,,,
517,920,H,DET,DNORRIS-L,0,0,0,0,1,0,0,0,1,2,125,176,,,,,,
517,921,V,HOU,GCOLE-R,0,0,0,0,0,0,0,3,0,3,-135,-141,,,,,,
